"","Alapterület","Szobák száma"," Hitelre van szükséged? Kalkulálj! ","Ingatlan állapota","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Fűtés","Akadálymentesített","Fürdő és WC","Tájolás","Kilátás","Kertkapcsolatos","Tetőtér","Parkolás","Építés éve","Légkondicionáló","Rezsiköltség","Erkély","Parkolóhely ára","Panelprogram"," 118 000 € "," 80 880 € "," 69 540 € "," 144 330 € "," 80 370 € "," 97 150 € "," 73 880 € "," 76 000 € "," 178 250 € "," 69 180 € "," 71 470 € "," 195 690 € "," 193 860 € "," 220 090 € "," 229 000 € "," 144 900 € "," 363 430 € "," 103 640 € "," 250 000 € "," 208 000 € "," 141 440 € "," 77 480 € "," 81 330 € "," 222 290 € "," 83 050 € "
"297","50 m²"," 1 + 1 fél ","42,5 millió Ft","újszerű","nincs megadva","nincs megadva","1","5","van","nincs megadva","távfűtés egyedi méréssel","nincs megadva","külön helyiségben","nyugat","kertre néző","nem","nem tetőtéri","udvari beálló","2001-2010 között","van",NA,"5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","64 m²"," 2 + 1 fél ","54 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","nincs megadva","nincs","3 m vagy magasabb","gáz (cirko)","nem","egy helyiségben","északnyugat","utcai","nem","legfelső emelet, nem tetőtéri","utca, közterület - ingyenes","1950-1980 között","nincs","18 600 Ft/hó","3 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","44 m²"," 2 ","40,85 millió Ft","újszerű","összkomfortos","A","földszint","6","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","igen","egy helyiségben","délnyugat","kertre néző","igen","nem tetőtéri","utca, közterület - ingyenes","2001-2010 között","nincs","35 000 Ft/hó","5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","88 m²"," 4 ","65 millió Ft","jó állapotú","duplakomfortos","nincs megadva","6","6","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nem","egy helyiségben","nincs megadva","panorámás","nem","legfelső emelet, nem tetőtéri","teremgarázs hely - megvásárolható","2012","van","40 000 Ft/hó","12 m²","2 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","101 m²"," 4 ","77 millió Ft","újszerű","duplakomfortos","nincs megadva","3","3","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","egy helyiségben","nincs megadva","utcai","nem","nincs megadva","teremgarázs hely - megvásárolható","2001-2010 között","van","43 000 Ft/hó","4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","48 m²"," 2 ","54,9 millió Ft","újszerű","összkomfortos","nincs megadva","1","6","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","külön helyiségben","délkelet","kertre néző","nincs megadva","nem tetőtéri","udvari beálló - benne van az árban","2001-2010 között","van","24 000 Ft/hó","45 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","46 m²"," 1 + 1 fél ","27,5 millió Ft","jó állapotú","nincs megadva","nincs megadva","8","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel","nincs megadva","egy helyiségben","nincs megadva","utcai","nincs megadva","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között","nincs",NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","41 m²"," 2 ","38 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","4","nincs","3 m-nél alacsonyabb","gáz (cirko)","nem","egy helyiségben","nincs megadva","utcai","nem","nem tetőtéri","udvari beálló - benne van az árban","2001-2010 között","nincs","25 000 Ft/hó","6 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","63 m²"," 2 + 1 fél ","62 millió Ft","újszerű","nincs megadva","nincs megadva","földszint","nincs megadva","van","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","kertre néző","igen","nem tetőtéri","teremgarázs hely - benne van az árban","2001-2010 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","60 m²"," 2 ","41,9 millió Ft","felújított","összkomfortos","nincs megadva","1","2","nincs","3 m-nél alacsonyabb","gáz (cirko)","nem","külön helyiségben","délnyugat","nincs megadva","nem","nem tetőtéri","önálló garázs - kötelező megvenni","1981-2000 között","van",NA,"6 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","52 m²"," 1 + 1 fél ",NA,"jó állapotú","nincs megadva","nincs megadva","1","4","nincs megadva","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","udvari beálló",NA,NA,"20 000 Ft/hó","3 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36 millió Ft",NA,NA,NA,NA,NA,NA,NA
"308","44 m²"," 1 + 1 fél ","34,5 millió Ft","felújított","nincs megadva","nincs megadva","földszint","nincs megadva","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","egy helyiségben","nincs megadva","udvari","nincs megadva","nincs megadva","önálló garázs - benne van az árban",NA,NA,"30 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","41 m²"," 1 + 1 fél ","26,5 millió Ft","jó állapotú","nincs megadva","nincs megadva","1","2","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","egy helyiségben","északnyugat","utcai","nincs megadva","nincs megadva","utca, közterület - fizetős övezet","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","68 m²"," 3 ","41,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","9","10","van","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","nincs megadva","nincs megadva","nem tetőtéri","utca, közterület",NA,"van",NA,"3 m²",NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","54 m²"," 2 ","40 millió Ft","jó állapotú","összkomfortos","nincs megadva","4","4","nincs","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","tetőtéri","utca, közterület","1950-1980 között","van",NA,"6 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","42 m²"," 1 + 1 fél ","34,2 millió Ft","felújított","összkomfortos","nincs megadva","1","4","nincs megadva","3 m-nél alacsonyabb","gáz (konvektor)","nincs megadva","külön helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","utca, közterület - ingyenes","1950-1980 között",NA,NA,"2 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","96 m²"," 4 ",NA,"újszerű","duplakomfortos","nincs megadva","földszint","4","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","igen","külön és egyben is","délkelet","kertre néző","igen","nem tetőtéri","nincs megadva","2001-2010 között","van",NA,"75 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87,5 millió Ft",NA,NA,NA,NA,NA,NA
"314","92 m²"," 2 + 2 fél ","55 millió Ft","újszerű","duplakomfortos","AA+","4","4","nincs","3 m-nél alacsonyabb","gáz (cirko)","nem","egy helyiségben","délnyugat","kertre néző","nem","nem tetőtéri","teremgarázs hely - bérelhető","2001-2010 között","van","30 000 Ft/hó","6 m²","10 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","97 m²"," 4 ",NA,"felújított","duplakomfortos","CC","2","3","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","külön és egyben is","északnyugat","panorámás","nincs megadva","legfelső emelet, nem tetőtéri","önálló garázs - kötelező megvenni","1981-2000 között","van",NA,"11 m²","3.9 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74,9 millió Ft",NA,NA,NA,NA,NA
"316","103 m²"," 2 + 2 fél ","67,5 millió Ft","felújított","duplakomfortos","nincs megadva","földszint","4","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nem tetőtéri","nincs megadva","1981-2000 között",NA,NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","95 m²"," 4 ","68 millió Ft","újszerű","összkomfortos","nincs megadva","1","2","nincs","3 m-nél alacsonyabb","házközponti egyedi méréssel","nem","külön és egyben is","nincs megadva","udvari","nincs megadva","nincs megadva","udvari beálló - benne van az árban","2020",NA,NA,"16 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","66 m²"," 1 + 2 fél ","32 millió Ft","jó állapotú","összkomfortos","nincs megadva","3","3","nincs","3 m-nél alacsonyabb","gáz (cirko)","nem","külön helyiségben","délnyugat","panorámás","nincs megadva","tetőtéri","utca, közterület - ingyenes","2001-2010 között","nincs","30 000 Ft/hó","5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","86 m²"," 4 ","69,5 millió Ft","felújított","duplakomfortos","nincs megadva","félemelet","3","van","3 m vagy magasabb","elektromos, padlófűtés","nincs megadva","külön és egyben is","északkelet","utcai","igen","nincs megadva","udvari beálló - benne van az árban","1950 előtt","van","50 000 Ft/hó","14 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","63 m²"," 2 + 1 fél ",NA,"újszerű","összkomfortos","nincs megadva","3","3","nincs","3 m-nél alacsonyabb","házközponti egyedi méréssel","nem","nincs megadva","nyugat","kertre néző","nem","nem tetőtéri","önálló garázs - megvásárolható","2001-2010 között",NA,NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49,9 millió Ft",NA,NA,NA,NA
"321","64 m²"," 2 ","53 millió Ft","felújított","összkomfortos","nincs megadva","2","nincs megadva","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","külön helyiségben","nyugat","utcai","nem","nincs megadva","teremgarázs hely - benne van az árban","2001-2010 között",NA,NA,"8 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","46 m²"," 2 ","25,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","10","van","nincs megadva","házközponti egyedi méréssel","nincs megadva","egy helyiségben","nincs megadva","utcai","nincs megadva","nincs megadva","utca, közterület","1950-1980 között",NA,"9 000 Ft/hó",NA,NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","66 m²"," 3 ","49,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","4","7","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nem","külön helyiségben","délnyugat","udvari","nem","nem tetőtéri","teremgarázs hely - kötelező megvenni","2001-2010 között","nincs",NA,"9 m²","5 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","52 m²"," 2 + 1 fél ","38,4 millió Ft","felújított","duplakomfortos","nincs megadva","1","3","nincs","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","külön helyiségben","nincs megadva","utcai","nem","nincs megadva","utca, közterület - ingyenes","1950-1980 között","van","40 000 Ft/hó","1 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","75 m²"," 3 ","48,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","3","3","van","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","külön helyiségben","nincs megadva","kertre néző","nincs megadva","tetőtéri","utca, közterület","2001-2010 között","nincs",NA,"3 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","61 m²"," 3 ","52,88 millió Ft","újszerű","duplakomfortos","nincs megadva","3","5","van","nincs megadva","házközponti egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","udvari","nincs megadva","nincs megadva","teremgarázs hely - megvásárolható","2020",NA,NA,"11.5 m²","3.3 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","51 m²"," 2 ","33,9 millió Ft","felújított","összkomfortos","nincs megadva","4","4","nincs","nincs megadva","gáz (konvektor), elektromos","nincs megadva","külön helyiségben","délnyugat","nincs megadva","nincs megadva","nincs megadva","utca, közterület","1950-1980 között",NA,"12 000 Ft/hó","4.2 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","46 m²"," 1 + 1 fél ","24 millió Ft","jó állapotú","összkomfortos","nincs megadva","10","10","van","nincs megadva","házközponti egyedi méréssel","igen","egy helyiségben","nincs megadva","panorámás","nem","nem tetőtéri","utca, közterület - ingyenes","1981-2000 között","van","15 000 Ft/hó",NA,NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","61 m²"," 2 ","45 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","2","nincs","3 m vagy magasabb","gáz (cirko), padlófűtés","nem","külön helyiségben","nincs megadva","nincs megadva","nincs megadva","nem tetőtéri","nincs megadva",NA,NA,"28 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","62 m²"," 2 ","45 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","2","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","külön helyiségben","kelet","utcai","nincs megadva","nem tetőtéri","utca, közterület - fizetős övezet","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","46 m²"," 1 + 1 fél ","27,2 millió Ft","jó állapotú","összkomfortos","nincs megadva","4","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel","nincs megadva","egy helyiségben","nyugat","udvari","nem",NA,"utca, közterület - ingyenes","1950-1980 között","van",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","30 m²"," 1 ","23,99 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","3","nincs","3 m-nél alacsonyabb","házközponti egyedi méréssel","nem","egy helyiségben","kelet","utcai","nem","nem tetőtéri","utca, közterület - ingyenes","2001-2010 között","nincs","15 000 Ft/hó","4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","63 m²"," 3 ","35,9 millió Ft","felújított","összkomfortos","nincs megadva","földszint","nincs megadva","nincs megadva","3 m vagy magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","kertre néző","nincs megadva","nincs megadva","nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","82 m²"," 3 ","63 millió Ft","felújított","összkomfortos","nincs megadva","1","4","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","külön helyiségben","nincs megadva","kertre néző","nem","nem tetőtéri","teremgarázs hely - megvásárolható","2001-2010 között",NA,NA,"15 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","45 m²"," 1 + 1 fél ","29,9 millió Ft","felújított","nincs megadva","nincs megadva","1","4","van","3 m vagy magasabb","elektromos","nincs megadva","nincs megadva","kelet","udvari","nincs megadva","nincs megadva","nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","42 m²"," 1 ","28,8 millió Ft","felújított","összkomfortos","nincs megadva","földszint","5","nincs megadva","3 m vagy magasabb","gáz (konvektor), elektromos","igen","külön helyiségben","nyugat","udvari","nem","nem tetőtéri","utca, közterület - fizetős övezet","1950 előtt","nincs",NA,"5.5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","46 m²"," 1 + 1 fél ",NA,"jó állapotú","összkomfortos","nincs megadva","10","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel","igen","nincs megadva","nyugat","panorámás","nem","nem tetőtéri","utca, közterület","1950-1980 között",NA,NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,5 millió Ft",NA,NA,NA
"338","72 m²"," 3 ","68,8 millió Ft","újszerű","összkomfortos","nincs megadva","1","3","van","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","külön helyiségben","délnyugat","kertre néző","nincs megadva","nem tetőtéri","teremgarázs hely - megvásárolható","2001-2010 között","van",NA,"11 m²","4 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","28 m²"," 1 ","29,9 millió Ft","felújított","összkomfortos","nincs megadva","2","4","van","3 m vagy magasabb","gáz (konvektor)","nincs megadva","egy helyiségben","nyugat","kertre néző","nem","nincs megadva","udvari beálló - benne van az árban",NA,NA,"17 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","34 m²"," 1 ","23,9 millió Ft","felújított","összkomfortos","nincs megadva","szuterén","4","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nem","külön helyiségben","nincs megadva","udvari","nem","nem tetőtéri","utca, közterület - fizetős övezet","1950 előtt","nincs","30 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","51 m²"," 2 ","33,9 millió Ft","felújított","komfortos","nincs megadva","4","nincs megadva","nincs","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","utcai","nincs megadva","nem tetőtéri","utca, közterület","1950 előtt",NA,NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","33 m²"," 1 ","24 millió Ft","jó állapotú","összkomfortos","nincs megadva","9","több mint 10","van","3 m-nél alacsonyabb","távfűtés","nincs megadva","egy helyiségben","nyugat","panorámás","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között",NA,NA,"3.5 m²",NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","61 m²"," 3 ","48,49 millió Ft","újszerű","összkomfortos","nincs megadva","1","6","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","külön helyiségben","nincs megadva","udvari","nincs megadva","nem tetőtéri","teremgarázs hely - megvásárolható","2001-2010 között",NA,"30 000 Ft/hó","4 m²","2.8 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","47 m²"," 2 ","30,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","nincs megadva","van","3 m-nél alacsonyabb","házközponti","nincs megadva","egy helyiségben","délnyugat","udvari","nincs megadva","nincs megadva","nincs megadva","1950-1980 között",NA,"12 000 Ft/hó","2 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","64 m²"," 2 + 1 fél ","53 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","3","nincs","3 m-nél alacsonyabb","távfűtés","nem","külön helyiségben","dél","utcai","nem","nem tetőtéri","utca, közterület - fizetős övezet","1950-1980 között","nincs",NA,"2 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","63 m²"," 3 ","35,9 millió Ft","felújított","összkomfortos","nincs megadva","földszint","nincs megadva","nincs megadva","3 m vagy magasabb","gáz (konvektor)","nincs megadva","nincs megadva","északkelet","udvari","nincs megadva","nincs megadva","nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","33 m²"," 1 ","22,5 millió Ft","felújított","összkomfortos","nincs megadva","3","több mint 10","van","nincs megadva","nincs megadva","igen","nincs megadva","délnyugat","kertre néző","nincs megadva","nincs megadva","utca, közterület - ingyenes",NA,NA,NA,"4.5 m²",NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","38 m²"," 1 ","23,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","3","nincs megadva","3 m-nél alacsonyabb","gáz (konvektor)","igen","egy helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","135 m²"," 3 + 2 fél ","59,9 millió Ft","felújított","nincs megadva","nincs megadva","2","nincs megadva","nincs","3 m-nél alacsonyabb","házközponti","nincs megadva","nincs megadva","dél","nincs megadva","nincs megadva","nem tetőtéri","nincs megadva","1981-2000 között",NA,NA,"11 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","59 m²"," 2 + 1 fél ","46,99 millió Ft","újszerű","összkomfortos","nincs megadva","1","4","van","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","teremgarázs hely - megvásárolható","2001-2010 között",NA,NA,"4 m²","3 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","57 m²"," 2 + 1 fél ","37,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","délnyugat","kertre néző","nincs megadva","nem tetőtéri","nincs megadva","1950-1980 között",NA,NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","33 m²"," 1 ","24,19 millió Ft","jó állapotú","nincs megadva","nincs megadva","földszint","4","nincs","3 m-nél alacsonyabb","gáz (cirko)","igen","egy helyiségben","északnyugat","utcai","igen","nincs megadva","utca, közterület - ingyenes","1981-2000 között","nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","72 m²"," 2 + 1 fél ","38,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","3","4","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nem","külön helyiségben","kelet","panorámás","igen","nem tetőtéri","utca, közterület - ingyenes",NA,"nincs","35 000 Ft/hó","2 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","77 m²"," 3 ","41,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","földszint","nincs megadva","nincs","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","udvari","nincs megadva","nem tetőtéri","udvari beálló",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","46 m²"," 1 + 1 fél ","22,7 millió Ft","jó állapotú","összkomfortos","nincs megadva","3","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel","igen","nincs megadva","nincs megadva","panorámás","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között",NA,NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
