"","Alapterület","Szobák száma"," Hitelre van szükséged? Kalkulálj! ","Ingatlan állapota","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Fűtés","Légkondicionáló","Akadálymentesített","Fürdő és WC","Tájolás","Kilátás","Kertkapcsolatos","Tetőtér","Parkolás","Építés éve","Rezsiköltség","Erkély","Parkolóhely ára","Panelprogram"," 220 000 € "," 109 510 € "," 80 880 € "," 97 330 € "," 69 540 € "," 97 150 € "," 76 000 € "," 118 000 € "," 178 250 € "," 69 180 € "," 71 470 € "," 195 690 € "," 193 860 € "," 220 090 € "," 144 900 € "," 103 640 € "," 250 000 € "," 208 000 € "," 140 000 € "," 83 050 € "," 74 930 € "," 222 290 € "," 107 700 € "," 72 620 € "," 64 440 € "," 84 430 € "," 85 550 € "," 82 790 € "," 221 850 € "," 73 880 € "," 77 480 € "," 81 330 € "," 80 370 € "," 66 450 € "," 91 860 € "," 86 210 € "," 73 770 € "," 144 330 € "," 95 990 € "," 58 260 € "," 85 870 € "," 138 070 € "," 111 610 € "," 158 310 € "," 24 000 € "," 88 720 € "," 73 940 € "," 173 330 € "," 61 580 € "," 117 790 € "," 108 980 € "," 271 350 € "," 97 450 € "," 111 800 € "," 76 140 € "," 61 070 € "," 74 470 € "," 81 670 € "," 125 570 € "," 109 200 € "
"335","33 m²"," 1 ","22,5 millió Ft","felújított","összkomfortos","nincs megadva","3","több mint 10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel","nincs","igen","egy helyiségben","nyugat","utcai","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között","11 000 Ft/hó","3 m²",NA,"nem vett részt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","42 m²"," 1 ","28,8 millió Ft","felújított","összkomfortos","nincs megadva","földszint","5","nincs megadva","3 m vagy magasabb","gáz (konvektor), elektromos","nincs","igen","külön helyiségben","nyugat","udvari","nem","nem tetőtéri","utca, közterület - fizetős övezet","1950 előtt",NA,"5.5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","28 m²"," 1 ","29,9 millió Ft","felújított","összkomfortos","nincs megadva","2","4","van","3 m vagy magasabb","gáz (konvektor)",NA,"nincs megadva","egy helyiségben","nyugat","kertre néző","nem","nincs megadva","udvari beálló - benne van az árban",NA,"17 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","34 m²"," 1 ","23,9 millió Ft","felújított","összkomfortos","nincs megadva","szuterén","4","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs","nem","külön helyiségben","nincs megadva","udvari","nem","nem tetőtéri","utca, közterület - fizetős övezet","1950 előtt","30 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","51 m²"," 2 ","33,9 millió Ft","felújított","komfortos","nincs megadva","4","nincs megadva","nincs","nincs megadva","nincs megadva",NA,"nincs megadva","nincs megadva","délnyugat","utcai","nincs megadva","nem tetőtéri","utca, közterület","1950 előtt",NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","33 m²"," 1 ","24 millió Ft","jó állapotú","összkomfortos","nincs megadva","9","több mint 10","van","3 m-nél alacsonyabb","távfűtés",NA,"nincs megadva","egy helyiségben","nyugat","panorámás","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között",NA,"3.5 m²",NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","38 m²"," 1 ","23,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","3","nincs megadva","3 m-nél alacsonyabb","gáz (konvektor)",NA,"igen","egy helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","59 m²"," 2 + 1 fél ","46,99 millió Ft","újszerű","összkomfortos","nincs megadva","1","4","van","nincs megadva","nincs megadva",NA,"nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","teremgarázs hely - megvásárolható","2001-2010 között",NA,"4 m²","3 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","57 m²"," 2 + 1 fél ","37,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)",NA,"nincs megadva","nincs megadva","délnyugat","kertre néző","nincs megadva","nem tetőtéri","nincs megadva","1950-1980 között",NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","77 m²"," 3 ","41,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","földszint","nincs megadva","nincs","nincs megadva","nincs megadva",NA,"nincs megadva","külön helyiségben","nincs megadva","udvari","nincs megadva","nem tetőtéri","udvari beálló",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","46 m²"," 1 + 1 fél ","22,7 millió Ft","jó állapotú","összkomfortos","nincs megadva","3","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel",NA,"igen","nincs megadva","nincs megadva","panorámás","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között",NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","135 m²"," 5 + 1 fél ","59,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","3","nincs","3 m-nél alacsonyabb","házközponti","van","nincs megadva","külön és egyben is","délnyugat","kertre néző","nincs megadva","tetőtéri","udvari beálló - benne van az árban","1981-2000 között",NA,"11 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","65 m²"," 2 + 1 fél ","48,9 millió Ft","felújított","nincs megadva","nincs megadva","2","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)",NA,"nincs megadva","nincs megadva","északnyugat","utcai","nincs megadva","nem tetőtéri","nincs megadva","1950-1980 között",NA,"6 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","46 m²"," 2 ","33,99 millió Ft","újszerű","összkomfortos","DD","9","10","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","igen","egy helyiségben","nyugat","panorámás","nem","nem tetőtéri","utca, közterület","1950-1980 között",NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","58 m²"," 2 ","48,8 millió Ft","újszerű","összkomfortos","nincs megadva","földszint","7","nincs megadva","3 m-nél alacsonyabb","házközponti",NA,"nincs megadva","külön helyiségben","északkelet","kertre néző","igen","nincs megadva","utca, közterület - fizetős övezet","2001-2010 között","35 000 Ft/hó","47 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","51 m²"," 1 + 1 fél ","39,9 millió Ft","felújított","összkomfortos","nincs megadva","3","4","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs","nincs megadva","külön helyiségben","északkelet","utcai","nem","nem tetőtéri","utca, közterület - fizetős övezet","1981-2000 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","35 m²"," 1 ","26,99 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","2","nincs","3 m vagy magasabb","gáz (cirko)","nincs","nem","egy helyiségben","kelet","udvari","igen","nem tetőtéri","udvari beálló - benne van az árban","1950-1980 között",NA,"5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","72 m²"," 4 ","26,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","3","4","nincs","3 m-nél alacsonyabb","távfűtés",NA,"nincs megadva","külön helyiségben","nincs megadva","utcai","nem","nincs megadva","utca, közterület",NA,NA,"5 m²",NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","100 m²"," 4 ","59,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","2","nincs","3 m-nél alacsonyabb","gáz (cirko)","van","nincs megadva","külön helyiségben","délnyugat","kertre néző","nem","nem tetőtéri","önálló garázs - benne van az árban","1950-1980 között",NA,"3.5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","79 m²"," 4 ","66,11 millió Ft","újszerű","összkomfortos","nincs megadva","földszint","5","van","nincs megadva","házközponti egyedi méréssel",NA,"nincs megadva","nincs megadva","nincs megadva","udvari","igen","nincs megadva","teremgarázs hely - megvásárolható","2020",NA,"16 m²","3.3 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","46 m²"," 2 ","29,9 millió Ft","újszerű","nincs megadva","nincs megadva","9","nincs megadva","van","nincs megadva","távfűtés",NA,"nincs megadva","nincs megadva","nincs megadva","panorámás","nincs megadva","nincs megadva","nincs megadva","1950-1980 között",NA,NA,NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","45 m²"," 2 ","34,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","7","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs","nem","külön helyiségben","délkelet","utcai","nem","nem tetőtéri","utca, közterület - ingyenes","2001-2010 között",NA,"5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","63 m²"," 1 + 2 fél ","54 millió Ft","felújított","összkomfortos","nincs megadva","3","nincs megadva","nincs","3 m-nél alacsonyabb","házközponti egyedi méréssel",NA,"nincs megadva","nincs megadva","délnyugat","utcai","nincs megadva","nem tetőtéri","nincs megadva","2001-2010 között",NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","46 m²"," 1 + 1 fél ","29 millió Ft","felújított","összkomfortos","nincs megadva","8","10","van","3 m-nél alacsonyabb","távfűtés","nincs","igen","egy helyiségben","délnyugat","panorámás","nem","nem tetőtéri","utca, közterület - ingyenes",NA,NA,NA,NA,"nem vett részt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","39 m²"," 2 ","36,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","7","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs","nincs megadva","egy helyiségben","dél","utcai","nem","nincs megadva","utca, közterület - fizetős övezet","2001-2010 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","52 m²"," 1 + 1 fél ","26,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","szuterén","4","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs","nem","külön helyiségben","délnyugat","utcai","igen","nem tetőtéri","nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","33 m²"," 1 ","26,5 millió Ft","jó állapotú","összkomfortos","nincs megadva","félemelet","5","nincs megadva","3 m vagy magasabb","gáz (cirko)",NA,"nincs megadva","egy helyiségben","nincs megadva","kertre néző","nincs megadva","nincs megadva","nincs megadva",NA,"15 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","27 m²"," 1 ","21,9 millió Ft","felújított","összkomfortos","nincs megadva","földszint","földszintes","nincs","3 m vagy magasabb","gáz (konvektor)","nincs","nem","egy helyiségben","délnyugat","kertre néző","igen","nem tetőtéri","utca, közterület","1950 előtt","9 100 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","45 m²"," 2 ","38,9 millió Ft","felújított","összkomfortos","nincs megadva","földszint","2","nincs","3 m vagy magasabb","gáz (cirko)","nincs","igen","egy helyiségben","délkelet","utcai","igen","nem tetőtéri","utca, közterület - ingyenes","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","54 m²"," 1 ","42 millió Ft","felújított","összkomfortos","A+","nincs megadva","földszintes","nincs megadva","nincs megadva","gázkazán",NA,"nincs megadva","külön és egyben is","nincs megadva","kertre néző","igen","nincs megadva","udvari beálló","2001-2010 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","46 m²"," 1 + 1 fél ","24,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","10","10","van","3 m-nél alacsonyabb","távfűtés",NA,"nincs megadva","egy helyiségben","nyugat","utcai","nem",NA,"nincs megadva","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","50 m²"," 2 ","38,99 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","2","nincs","3 m-nél alacsonyabb","gáz (cirko)",NA,"nincs megadva","egy helyiségben","délnyugat","kertre néző","igen","nincs megadva","önálló garázs - kötelező megvenni","2001-2010 között",NA,"10 m²","3.5 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","57 m²"," 2 ","48,8 millió Ft","újszerű","összkomfortos","nincs megadva","félemelet","7","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs","nincs megadva","külön helyiségben","északkelet","utcai","igen","nincs megadva","utca, közterület - fizetős övezet","2001-2010 között","35 000 Ft/hó","47 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","57 m²"," 2 ","34,2 millió Ft","felújított","összkomfortos","nincs megadva","1","2","nincs","3 m vagy magasabb","házközponti egyedi méréssel","van","nem","egy helyiségben","délnyugat","udvari","nem","nem tetőtéri","udvari beálló - benne van az árban","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","62 m²"," 3 ","56,9 millió Ft","újszerű","nincs megadva","nincs megadva","5","9","van","nincs megadva","házközponti egyedi méréssel",NA,"nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","2001-2010 között","24 000 Ft/hó","9.3 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","29 m²"," 1 ","20,9 millió Ft","felújított","összkomfortos","nincs megadva","földszint","földszintes","nincs megadva","3 m vagy magasabb","elektromos",NA,"nincs megadva","külön helyiségben","nyugat","kertre néző","igen","nincs megadva","udvari beálló - benne van az árban","1950 előtt","7 200 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","46 m²"," 1 + 1 fél ","26,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","5","nincs megadva","van","3 m-nél alacsonyabb","házközponti egyedi méréssel",NA,"nincs megadva","nincs megadva","nyugat","utcai","nincs megadva","nem tetőtéri","nincs megadva","1950-1980 között",NA,NA,NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","52 m²"," 2 ","28,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","4","nincs","3 m-nél alacsonyabb","gáz (konvektor)",NA,"igen","külön helyiségben","délnyugat","kertre néző","nincs megadva","nincs megadva","udvari beálló","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","54 m²"," 2 ","39,9 millió Ft","újszerű","összkomfortos","nincs megadva","félemelet","5","nincs megadva","nincs megadva","házközponti egyedi méréssel",NA,"igen","nincs megadva","délnyugat","kertre néző","nincs megadva","nincs megadva","udvari beálló","2001-2010 között",NA,"8 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","68 m²"," 3 ","39,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","10","van","3 m-nél alacsonyabb","házközponti","nincs","igen","külön helyiségben","délnyugat","utcai","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között","35 000 Ft/hó","3 m²",NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
